Wilayah Jawa Barat,Tahun,Tingkat Angkatan Kerja (%),Tingkat Pengangguran (%),Indeks Kesehatan,Indeks Pembangunan Manusia,Indeks Pendidikan,Indeks Pengeluaran,Indeks Kedalaman Kemiskinan,Indeks Keparahan Kemiskinan,Jumlah Penduduk Miskin,Value,Kategori
Kota Cirebon,2020,63.76,10.97,80.4,74.89,69.48,69.48,1.68,0.4,30.6,13.12,Harapan Lama Sekolah
Kota Cirebon,2020,63.76,10.97,80.4,74.89,69.48,69.48,1.68,0.4,30.6,9.91,Rata Rata Lama Sekolah
Kota Cirebon,2020,63.76,10.97,80.4,74.89,69.48,69.48,1.68,0.4,30.6,11800.0,Pengeluaran Per Kapita
Kota Cirebon,2021,62.87,10.53,80.68,75.25,70.21,70.21,2.22,0.68,32.0,72.44,Usia Harapan Hidup
Kota Cirebon,2021,62.87,10.53,80.68,75.25,70.21,70.21,2.22,0.68,32.0,13.13,Harapan Lama Sekolah
Kota Cirebon,2021,62.87,10.53,80.68,75.25,70.21,70.21,2.22,0.68,32.0,10.12,Rata Rata Lama Sekolah
Kota Cirebon,2021,62.87,10.53,80.68,75.25,70.21,70.21,2.22,0.68,32.0,11810.0,Pengeluaran Per Kapita
Kota Cirebon,2022,65.42,8.42,81.14,75.89,70.93,70.93,1.34,0.3,31.5,72.74,Usia Harapan Hidup
Kota Cirebon,2022,65.42,8.42,81.14,75.89,70.93,70.93,1.34,0.3,31.5,13.14,Harapan Lama Sekolah
Kota Cirebon,2022,65.42,8.42,81.14,75.89,70.93,70.93,1.34,0.3,31.5,10.33,Rata Rata Lama Sekolah
Kota Cirebon,2022,65.42,8.42,81.14,75.89,70.93,70.93,1.34,0.3,31.5,12087.0,Pengeluaran Per Kapita
Kota Cirebon,2023,68.71,7.66,0.0,0.0,0.0,0.0,1.29,0.29,29.5,73.08,Usia Harapan Hidup
Kota Cirebon,2023,68.71,7.66,0.0,0.0,0.0,0.0,1.29,0.29,29.5,13.16,Harapan Lama Sekolah
Kota Cirebon,2023,68.71,7.66,0.0,0.0,0.0,0.0,1.29,0.29,29.5,10.37,Rata Rata Lama Sekolah
Kota Cirebon,2023,68.71,7.66,0.0,0.0,0.0,0.0,1.29,0.29,29.5,12506.0,Pengeluaran Per Kapita
Kota Depok,2017,0.0,0.0,83.14,79.83,74.66,74.66,0.25,0.06,52.3,74.04,Usia Harapan Hidup
Kota Depok,2017,0.0,0.0,83.14,79.83,74.66,74.66,0.25,0.06,52.3,13.87,Harapan Lama Sekolah
Kota Depok,2017,0.0,0.0,83.14,79.83,74.66,74.66,0.25,0.06,52.3,10.84,Rata Rata Lama Sekolah
Kota Depok,2017,0.0,0.0,83.14,79.83,74.66,74.66,0.25,0.06,52.3,14727.0,Pengeluaran Per Kapita
Kota Depok,2018,62.51,6.66,83.34,80.29,74.78,74.78,0.31,0.06,49.4,74.17,Usia Harapan Hidup
Kota Depok,2018,62.51,6.66,83.34,80.29,74.78,74.78,0.31,0.06,49.4,13.9,Harapan Lama Sekolah
Kota Depok,2018,62.51,6.66,83.34,80.29,74.78,74.78,0.31,0.06,49.4,10.85,Rata Rata Lama Sekolah
Kota Depok,2018,62.51,6.66,83.34,80.29,74.78,74.78,0.31,0.06,49.4,15262.0,Pengeluaran Per Kapita
Kota Depok,2019,64.96,6.12,83.55,80.82,75.31,75.31,0.24,0.04,49.4,74.31,Usia Harapan Hidup
Kota Depok,2019,64.96,6.12,83.55,80.82,75.31,75.31,0.24,0.04,49.4,13.91,Harapan Lama Sekolah
Kota Depok,2019,64.96,6.12,83.55,80.82,75.31,75.31,0.24,0.04,49.4,11.0,Rata Rata Lama Sekolah
Kota Depok,2019,64.96,6.12,83.55,80.82,75.31,75.31,0.24,0.04,49.4,15696.0,Pengeluaran Per Kapita
Kota Depok,2020,63.96,9.87,83.75,80.97,76.27,76.27,0.29,0.06,60.4,74.44,Usia Harapan Hidup
Kota Depok,2020,63.96,9.87,83.75,80.97,76.27,76.27,0.29,0.06,60.4,13.92,Harapan Lama Sekolah
Kota Depok,2020,63.96,9.87,83.75,80.97,76.27,76.27,0.29,0.06,60.4,11.28,Rata Rata Lama Sekolah
Kota Depok,2020,63.96,9.87,83.75,80.97,76.27,76.27,0.29,0.06,60.4,15281.0,Pengeluaran Per Kapita
Kota Depok,2021,62.62,9.76,84.03,81.37,76.89,76.89,0.34,0.07,63.9,74.62,Usia Harapan Hidup
Kota Depok,2021,62.62,9.76,84.03,81.37,76.89,76.89,0.34,0.07,63.9,13.93,Harapan Lama Sekolah
Kota Depok,2021,62.62,9.76,84.03,81.37,76.89,76.89,0.34,0.07,63.9,11.46,Rata Rata Lama Sekolah
Kota Depok,2021,62.62,9.76,84.03,81.37,76.89,76.89,0.34,0.07,63.9,15420.0,Pengeluaran Per Kapita
Kota Depok,2022,63.35,7.82,84.49,81.86,76.96,76.96,0.42,0.1,64.4,74.92,Usia Harapan Hidup
Kota Depok,2022,63.35,7.82,84.49,81.86,76.96,76.96,0.42,0.1,64.4,13.94,Harapan Lama Sekolah
Kota Depok,2022,63.35,7.82,84.49,81.86,76.96,76.96,0.42,0.1,64.4,11.47,Rata Rata Lama Sekolah
Kota Depok,2022,63.35,7.82,84.49,81.86,76.96,76.96,0.42,0.1,64.4,15926.0,Pengeluaran Per Kapita
Kota Depok,2023,62.76,6.97,0.0,0.0,0.0,0.0,0.24,0.03,62.0,75.23,Usia Harapan Hidup
Kota Depok,2023,62.76,6.97,0.0,0.0,0.0,0.0,0.24,0.03,62.0,13.96,Harapan Lama Sekolah
Kota Depok,2023,62.76,6.97,0.0,0.0,0.0,0.0,0.24,0.03,62.0,11.58,Rata Rata Lama Sekolah
Kota Depok,2023,62.76,6.97,0.0,0.0,0.0,0.0,0.24,0.03,62.0,16279.0,Pengeluaran Per Kapita
Kota Sukabumi,2017,0.0,0.0,79.92,73.03,68.93,68.93,1.75,0.46,27.4,71.95,Usia Harapan Hidup
Kota Sukabumi,2017,0.0,0.0,79.92,73.03,68.93,68.93,1.75,0.46,27.4,13.39,Harapan Lama Sekolah
Kota Sukabumi,2017,0.0,0.0,79.92,73.03,68.93,68.93,1.75,0.46,27.4,9.52,Rata Rata Lama Sekolah
Kota Sukabumi,2017,0.0,0.0,79.92,73.03,68.93,68.93,1.75,0.46,27.4,10188.0,Pengeluaran Per Kapita
Kota Sukabumi,2018,59.62,8.57,80.17,73.55,68.99,68.99,1.09,0.26,23.2,72.11,Usia Harapan Hidup
Kota Sukabumi,2018,59.62,8.57,80.17,73.55,68.99,68.99,1.09,0.26,23.2,13.4,Harapan Lama Sekolah
Kota Sukabumi,2018,59.62,8.57,80.17,73.55,68.99,68.99,1.09,0.26,23.2,9.53,Rata Rata Lama Sekolah
Kota Sukabumi,2018,59.62,8.57,80.17,73.55,68.99,68.99,1.09,0.26,23.2,10609.0,Pengeluaran Per Kapita
Kota Sukabumi,2019,62.48,8.49,80.4,74.31,69.32,69.32,1.08,0.32,21.9,72.26,Usia Harapan Hidup
Kota Sukabumi,2019,62.48,8.49,80.4,74.31,69.32,69.32,1.08,0.32,21.9,13.46,Harapan Lama Sekolah
Kota Sukabumi,2019,62.48,8.49,80.4,74.31,69.32,69.32,1.08,0.32,21.9,9.58,Rata Rata Lama Sekolah
Kota Sukabumi,2019,62.48,8.49,80.4,74.31,69.32,69.32,1.08,0.32,21.9,11204.0,Pengeluaran Per Kapita
Kota Sukabumi,2020,55.74,12.17,80.65,74.21,69.38,69.38,1.17,0.22,25.4,72.42,Usia Harapan Hidup
Kota Sukabumi,2020,55.74,12.17,80.65,74.21,69.38,69.38,1.17,0.22,25.4,13.47,Harapan Lama Sekolah
Kota Sukabumi,2020,55.74,12.17,80.65,74.21,69.38,69.38,1.17,0.22,25.4,9.59,Rata Rata Lama Sekolah
Kota Sukabumi,2020,55.74,12.17,80.65,74.21,69.38,69.38,1.17,0.22,25.4,10999.0,Pengeluaran Per Kapita
Kota Sukabumi,2021,56.86,10.78,80.89,74.6,70.42,70.42,1.39,0.36,27.2,72.58,Usia Harapan Hidup
Kota Sukabumi,2021,56.86,10.78,80.89,74.6,70.42,70.42,1.39,0.36,27.2,13.58,Harapan Lama Sekolah
Kota Sukabumi,2021,56.86,10.78,80.89,74.6,70.42,70.42,1.39,0.36,27.2,9.81,Rata Rata Lama Sekolah
Kota Sukabumi,2021,56.86,10.78,80.89,74.6,70.42,70.42,1.39,0.36,27.2,10942.0,Pengeluaran Per Kapita
Kota Sukabumi,2022,62.48,8.83,81.31,75.4,71.55,71.55,1.27,0.38,26.6,72.85,Usia Harapan Hidup
Kota Sukabumi,2022,62.48,8.83,81.31,75.4,71.55,71.55,1.27,0.38,26.6,13.59,Harapan Lama Sekolah
Kota Sukabumi,2022,62.48,8.83,81.31,75.4,71.55,71.55,1.27,0.38,26.6,10.14,Rata Rata Lama Sekolah
Kota Sukabumi,2022,62.48,8.83,81.31,75.4,71.55,71.55,1.27,0.38,26.6,11229.0,Pengeluaran Per Kapita
Kota Sukabumi,2023,62.57,8.53,0.0,0.0,0.0,0.0,1.21,0.31,25.0,73.11,Usia Harapan Hidup
Kota Sukabumi,2023,62.57,8.53,0.0,0.0,0.0,0.0,1.21,0.31,25.0,13.6,Harapan Lama Sekolah
Kota Sukabumi,2023,62.57,8.53,0.0,0.0,0.0,0.0,1.21,0.31,25.0,10.37,Rata Rata Lama Sekolah
Kota Sukabumi,2023,62.57,8.53,0.0,0.0,0.0,0.0,1.21,0.31,25.0,11799.0,Pengeluaran Per Kapita
Kota Tasikmalaya,2017,0.0,0.0,79.2,71.51,67.35,67.35,2.01,0.42,97.9,71.48,Usia Harapan Hidup
Kota Tasikmalaya,2017,0.0,0.0,79.2,71.51,67.35,67.35,2.01,0.42,97.9,13.41,Harapan Lama Sekolah
Kota Tasikmalaya,2017,0.0,0.0,79.2,71.51,67.35,67.35,2.01,0.42,97.9,9.03,Rata Rata Lama Sekolah
Kota Tasikmalaya,2017,0.0,0.0,79.2,71.51,67.35,67.35,2.01,0.42,97.9,9497.0,Pengeluaran Per Kapita
Kota Tasikmalaya,2018,62.63,6.89,79.54,72.03,67.41,67.41,1.52,0.31,84.2,71.7,Usia Harapan Hidup
Kota Tasikmalaya,2018,62.63,6.89,79.54,72.03,67.41,67.41,1.52,0.31,84.2,13.42,Harapan Lama Sekolah
Kota Tasikmalaya,2018,62.63,6.89,79.54,72.03,67.41,67.41,1.52,0.31,84.2,9.04,Rata Rata Lama Sekolah
Kota Tasikmalaya,2018,62.63,6.89,79.54,72.03,67.41,67.41,1.52,0.31,84.2,9855.0,Pengeluaran Per Kapita
Kota Tasikmalaya,2019,65.26,6.78,79.89,72.84,67.77,67.77,1.98,0.53,77.0,71.93,Usia Harapan Hidup
Kota Tasikmalaya,2019,65.26,6.78,79.89,72.84,67.77,67.77,1.98,0.53,77.0,13.44,Harapan Lama Sekolah
Kota Tasikmalaya,2019,65.26,6.78,79.89,72.84,67.77,67.77,1.98,0.53,77.0,9.13,Rata Rata Lama Sekolah
Kota Tasikmalaya,2019,65.26,6.78,79.89,72.84,67.77,67.77,1.98,0.53,77.0,10414.0,Pengeluaran Per Kapita
Kota Tasikmalaya,2020,66.54,7.99,80.23,73.04,68.46,68.46,1.75,0.39,86.1,72.15,Usia Harapan Hidup
Kota Tasikmalaya,2020,66.54,7.99,80.23,73.04,68.46,68.46,1.75,0.39,86.1,13.45,Harapan Lama Sekolah
Kota Tasikmalaya,2020,66.54,7.99,80.23,73.04,68.46,68.46,1.75,0.39,86.1,9.33,Rata Rata Lama Sekolah
Kota Tasikmalaya,2020,66.54,7.99,80.23,73.04,68.46,68.46,1.75,0.39,86.1,10263.0,Pengeluaran Per Kapita
Kota Tasikmalaya,2021,65.75,7.66,80.52,73.31,69.12,69.12,2.42,0.69,89.5,72.34,Usia Harapan Hidup
Kota Tasikmalaya,2021,65.75,7.66,80.52,73.31,69.12,69.12,2.42,0.69,89.5,13.46,Harapan Lama Sekolah
Kota Tasikmalaya,2021,65.75,7.66,80.52,73.31,69.12,69.12,2.42,0.69,89.5,9.52,Rata Rata Lama Sekolah
Kota Tasikmalaya,2021,65.75,7.66,80.52,73.31,69.12,69.12,2.42,0.69,89.5,10213.0,Pengeluaran Per Kapita
Kota Tasikmalaya,2022,65.99,6.62,80.97,73.83,69.18,69.18,2.34,0.65,87.1,72.63,Usia Harapan Hidup
Kota Tasikmalaya,2022,65.99,6.62,80.97,73.83,69.18,69.18,2.34,0.65,87.1,13.47,Harapan Lama Sekolah
Kota Tasikmalaya,2022,65.99,6.62,80.97,73.83,69.18,69.18,2.34,0.65,87.1,9.53,Rata Rata Lama Sekolah
Kota Tasikmalaya,2022,65.99,6.62,80.97,73.83,69.18,69.18,2.34,0.65,87.1,10578.0,Pengeluaran Per Kapita
Kota Tasikmalaya,2023,65.44,6.55,0.0,0.0,0.0,0.0,1.62,0.32,79.4,72.92,Usia Harapan Hidup
Kota Tasikmalaya,2023,65.44,6.55,0.0,0.0,0.0,0.0,1.62,0.32,79.4,13.49,Harapan Lama Sekolah
Kota Tasikmalaya,2023,65.44,6.55,0.0,0.0,0.0,0.0,1.62,0.32,79.4,9.54,Rata Rata Lama Sekolah
Kota Tasikmalaya,2023,65.44,6.55,0.0,0.0,0.0,0.0,1.62,0.32,79.4,11063.0,Pengeluaran Per Kapita
Kuningan,2017,0.0,0.0,81.35,67.78,58.0,58.0,2.0,0.44,141.6,72.88,Usia Harapan Hidup
Kuningan,2017,0.0,0.0,81.35,67.78,58.0,58.0,2.0,0.44,141.6,12.06,Harapan Lama Sekolah
Kuningan,2017,0.0,0.0,81.35,67.78,58.0,58.0,2.0,0.44,141.6,7.35,Rata Rata Lama Sekolah
Kuningan,2017,0.0,0.0,81.35,67.78,58.0,58.0,2.0,0.44,141.6,8736.0,Pengeluaran Per Kapita
Kuningan,2018,58.53,9.1,81.71,68.55,58.06,58.06,1.73,0.4,131.2,73.11,Usia Harapan Hidup
Kuningan,2018,58.53,9.1,81.71,68.55,58.06,58.06,1.73,0.4,131.2,12.07,Harapan Lama Sekolah
Kuningan,2018,58.53,9.1,81.71,68.55,58.06,58.06,1.73,0.4,131.2,7.36,Rata Rata Lama Sekolah
Kuningan,2018,58.53,9.1,81.71,68.55,58.06,58.06,1.73,0.4,131.2,9297.0,Pengeluaran Per Kapita
Kuningan,2019,61.2,9.68,82.08,69.12,58.21,58.21,1.24,0.18,123.2,73.35,Usia Harapan Hidup
Kuningan,2019,61.2,9.68,82.08,69.12,58.21,58.21,1.24,0.18,123.2,12.1,Harapan Lama Sekolah
Kuningan,2019,61.2,9.68,82.08,69.12,58.21,58.21,1.24,0.18,123.2,7.38,Rata Rata Lama Sekolah
Kuningan,2019,61.2,9.68,82.08,69.12,58.21,58.21,1.24,0.18,123.2,9673.0,Pengeluaran Per Kapita
Kuningan,2020,61.98,11.22,82.45,69.38,59.18,59.18,2.41,0.62,139.2,73.59,Usia Harapan Hidup
Kuningan,2020,61.98,11.22,82.45,69.38,59.18,59.18,2.41,0.62,139.2,12.22,Harapan Lama Sekolah
Kuningan,2020,61.98,11.22,82.45,69.38,59.18,59.18,2.41,0.62,139.2,7.57,Rata Rata Lama Sekolah
Kuningan,2020,61.98,11.22,82.45,69.38,59.18,59.18,2.41,0.62,139.2,9459.0,Pengeluaran Per Kapita
Kuningan,2021,63.82,11.68,82.74,69.71,59.97,59.97,2.02,0.46,143.4,73.78,Usia Harapan Hidup
Kuningan,2021,63.82,11.68,82.74,69.71,59.97,59.97,2.02,0.46,143.4,12.23,Harapan Lama Sekolah
Kuningan,2021,63.82,11.68,82.74,69.71,59.97,59.97,2.02,0.46,143.4,7.8,Rata Rata Lama Sekolah
Kuningan,2021,63.82,11.68,82.74,69.71,59.97,59.97,2.02,0.46,143.4,9409.0,Pengeluaran Per Kapita
Kuningan,2022,61.8,9.81,83.12,70.16,60.27,60.27,2.14,0.53,140.3,74.03,Usia Harapan Hidup
Kuningan,2022,61.8,9.81,83.12,70.16,60.27,60.27,2.14,0.53,140.3,12.24,Harapan Lama Sekolah
Kuningan,2022,61.8,9.81,83.12,70.16,60.27,60.27,2.14,0.53,140.3,7.88,Rata Rata Lama Sekolah
Kuningan,2022,61.8,9.81,83.12,70.16,60.27,60.27,2.14,0.53,140.3,9620.0,Pengeluaran Per Kapita
Kuningan,2023,61.95,9.49,0.0,0.0,0.0,0.0,1.87,0.42,133.9,74.29,Usia Harapan Hidup
Kuningan,2023,61.95,9.49,0.0,0.0,0.0,0.0,1.87,0.42,133.9,12.26,Harapan Lama Sekolah
Kuningan,2023,61.95,9.49,0.0,0.0,0.0,0.0,1.87,0.42,133.9,7.89,Rata Rata Lama Sekolah
Kuningan,2023,61.95,9.49,0.0,0.0,0.0,0.0,1.87,0.42,133.9,10011.0,Pengeluaran Per Kapita
Majalengka,2017,0.0,0.0,75.98,65.92,56.83,56.83,1.93,0.45,150.3,69.39,Usia Harapan Hidup
Majalengka,2017,0.0,0.0,75.98,65.92,56.83,56.83,1.93,0.45,150.3,12.18,Harapan Lama Sekolah
Majalengka,2017,0.0,0.0,75.98,65.92,56.83,56.83,1.93,0.45,150.3,6.9,Rata Rata Lama Sekolah
Majalengka,2017,0.0,0.0,75.98,65.92,56.83,56.83,1.93,0.45,150.3,8833.0,Pengeluaran Per Kapita
Majalengka,2018,65.64,5.0,76.43,66.72,56.89,56.89,1.96,0.51,129.3,69.68,Usia Harapan Hidup
Majalengka,2018,65.64,5.0,76.43,66.72,56.89,56.89,1.96,0.51,129.3,12.19,Harapan Lama Sekolah
Majalengka,2018,65.64,5.0,76.43,66.72,56.89,56.89,1.96,0.51,129.3,6.91,Rata Rata Lama Sekolah
Majalengka,2018,65.64,5.0,76.43,66.72,56.89,56.89,1.96,0.51,129.3,9416.0,Pengeluaran Per Kapita
Majalengka,2019,67.83,4.37,76.88,67.52,57.55,57.55,1.39,0.28,121.1,69.97,Usia Harapan Hidup
Majalengka,2019,67.83,4.37,76.88,67.52,57.55,57.55,1.39,0.28,121.1,12.21,Harapan Lama Sekolah
Majalengka,2019,67.83,4.37,76.88,67.52,57.55,57.55,1.39,0.28,121.1,7.09,Rata Rata Lama Sekolah
Majalengka,2019,67.83,4.37,76.88,67.52,57.55,57.55,1.39,0.28,121.1,9822.0,Pengeluaran Per Kapita
Majalengka,2020,69.66,5.84,77.34,67.59,58.18,58.18,1.41,0.25,138.2,70.27,Usia Harapan Hidup
Majalengka,2020,69.66,5.84,77.34,67.59,58.18,58.18,1.41,0.25,138.2,12.22,Harapan Lama Sekolah
Majalengka,2020,69.66,5.84,77.34,67.59,58.18,58.18,1.41,0.25,138.2,7.27,Rata Rata Lama Sekolah
Majalengka,2020,69.66,5.84,77.34,67.59,58.18,58.18,1.41,0.25,138.2,9521.0,Pengeluaran Per Kapita
Majalengka,2021,67.63,5.71,77.63,67.81,58.34,58.34,2.44,0.77,151.1,70.46,Usia Harapan Hidup
Majalengka,2021,67.63,5.71,77.63,67.81,58.34,58.34,2.44,0.77,151.1,12.23,Harapan Lama Sekolah
Majalengka,2021,67.63,5.71,77.63,67.81,58.34,58.34,2.44,0.77,151.1,7.31,Rata Rata Lama Sekolah
Majalengka,2021,67.63,5.71,77.63,67.81,58.34,58.34,2.44,0.77,151.1,9591.0,Pengeluaran Per Kapita
Majalengka,2022,66.21,4.16,78.09,68.56,58.97,58.97,1.55,0.36,147.1,70.76,Usia Harapan Hidup
Majalengka,2022,66.21,4.16,78.09,68.56,58.97,58.97,1.55,0.36,147.1,12.24,Harapan Lama Sekolah
Majalengka,2022,66.21,4.16,78.09,68.56,58.97,58.97,1.55,0.36,147.1,7.49,Rata Rata Lama Sekolah
Majalengka,2022,66.21,4.16,78.09,68.56,58.97,58.97,1.55,0.36,147.1,9950.0,Pengeluaran Per Kapita
Majalengka,2023,68.5,4.12,0.0,0.0,0.0,0.0,1.34,0.26,138.7,71.05,Usia Harapan Hidup
Majalengka,2023,68.5,4.12,0.0,0.0,0.0,0.0,1.34,0.26,138.7,12.26,Harapan Lama Sekolah
Majalengka,2023,68.5,4.12,0.0,0.0,0.0,0.0,1.34,0.26,138.7,7.52,Rata Rata Lama Sekolah
Majalengka,2023,68.5,4.12,0.0,0.0,0.0,0.0,1.34,0.26,138.7,10340.0,Pengeluaran Per Kapita
Pangandaran,2017,0.0,0.0,77.78,66.6,57.98,57.98,1.48,0.36,39.5,70.56,Usia Harapan Hidup
Pangandaran,2017,0.0,0.0,77.78,66.6,57.98,57.98,1.48,0.36,39.5,12.03,Harapan Lama Sekolah
Pangandaran,2017,0.0,0.0,77.78,66.6,57.98,57.98,1.48,0.36,39.5,7.37,Rata Rata Lama Sekolah
Pangandaran,2017,0.0,0.0,77.78,66.6,57.98,57.98,1.48,0.36,39.5,8588.0,Pengeluaran Per Kapita
Pangandaran,2018,77.74,3.59,78.22,67.44,58.71,58.71,1.24,0.3,32.2,70.84,Usia Harapan Hidup
Pangandaran,2018,77.74,3.59,78.22,67.44,58.71,58.71,1.24,0.3,32.2,12.04,Harapan Lama Sekolah
Pangandaran,2018,77.74,3.59,78.22,67.44,58.71,58.71,1.24,0.3,32.2,7.58,Rata Rata Lama Sekolah
Pangandaran,2018,77.74,3.59,78.22,67.44,58.71,58.71,1.24,0.3,32.2,8968.0,Pengeluaran Per Kapita
Pangandaran,2019,75.08,4.52,78.65,68.21,59.07,59.07,0.9,0.16,30.7,71.12,Usia Harapan Hidup
Pangandaran,2019,75.08,4.52,78.65,68.21,59.07,59.07,0.9,0.16,30.7,12.06,Harapan Lama Sekolah
Pangandaran,2019,75.08,4.52,78.65,68.21,59.07,59.07,0.9,0.16,30.7,7.67,Rata Rata Lama Sekolah
Pangandaran,2019,75.08,4.52,78.65,68.21,59.07,59.07,0.9,0.16,30.7,9423.0,Pengeluaran Per Kapita
Pangandaran,2020,76.79,5.08,79.08,68.06,59.33,59.33,1.32,0.28,36.1,71.4,Usia Harapan Hidup
Pangandaran,2020,76.79,5.08,79.08,68.06,59.33,59.33,1.32,0.28,36.1,12.07,Harapan Lama Sekolah
Pangandaran,2020,76.79,5.08,79.08,68.06,59.33,59.33,1.32,0.28,36.1,7.74,Rata Rata Lama Sekolah
Pangandaran,2020,76.79,5.08,79.08,68.06,59.33,59.33,1.32,0.28,36.1,9084.0,Pengeluaran Per Kapita
Pangandaran,2021,74.75,3.25,79.38,68.28,59.72,59.72,1.25,0.27,39.1,71.6,Usia Harapan Hidup
Pangandaran,2021,74.75,3.25,79.38,68.28,59.72,59.72,1.25,0.27,39.1,12.08,Harapan Lama Sekolah
Pangandaran,2021,74.75,3.25,79.38,68.28,59.72,59.72,1.25,0.27,39.1,7.85,Rata Rata Lama Sekolah
Pangandaran,2021,74.75,3.25,79.38,68.28,59.72,59.72,1.25,0.27,39.1,9065.0,Pengeluaran Per Kapita
Pangandaran,2022,79.92,1.56,79.83,69.03,60.41,60.41,1.24,0.26,37.9,71.89,Usia Harapan Hidup
Pangandaran,2022,79.92,1.56,79.83,69.03,60.41,60.41,1.24,0.26,37.9,12.11,Harapan Lama Sekolah
Pangandaran,2022,79.92,1.56,79.83,69.03,60.41,60.41,1.24,0.26,37.9,8.03,Rata Rata Lama Sekolah
Pangandaran,2022,79.92,1.56,79.83,69.03,60.41,60.41,1.24,0.26,37.9,9389.0,Pengeluaran Per Kapita
Pangandaran,2023,80.15,1.52,0.0,0.0,0.0,0.0,1.28,0.27,36.7,72.17,Usia Harapan Hidup
Pangandaran,2023,80.15,1.52,0.0,0.0,0.0,0.0,1.28,0.27,36.7,12.3,Harapan Lama Sekolah
Pangandaran,2023,80.15,1.52,0.0,0.0,0.0,0.0,1.28,0.27,36.7,8.04,Rata Rata Lama Sekolah
Pangandaran,2023,80.15,1.52,0.0,0.0,0.0,0.0,1.28,0.27,36.7,9406.0,Pengeluaran Per Kapita
Purwakarta,2017,0.0,0.0,77.57,69.28,58.83,58.83,1.05,0.23,85.3,70.42,Usia Harapan Hidup
Purwakarta,2017,0.0,0.0,77.57,69.28,58.83,58.83,1.05,0.23,85.3,11.89,Harapan Lama Sekolah
Purwakarta,2017,0.0,0.0,77.57,69.28,58.83,58.83,1.05,0.23,85.3,7.74,Rata Rata Lama Sekolah
Purwakarta,2017,0.0,0.0,77.57,69.28,58.83,58.83,1.05,0.23,85.3,10941.0,Pengeluaran Per Kapita
Purwakarta,2018,63.12,9.94,77.86,69.98,59.42,59.42,0.87,0.16,75.9,70.61,Usia Harapan Hidup
Purwakarta,2018,63.12,9.94,77.86,69.98,59.42,59.42,0.87,0.16,75.9,12.09,Harapan Lama Sekolah
Purwakarta,2018,63.12,9.94,77.86,69.98,59.42,59.42,0.87,0.16,75.9,7.75,Rata Rata Lama Sekolah
Purwakarta,2018,63.12,9.94,77.86,69.98,59.42,59.42,0.87,0.16,75.9,11372.0,Pengeluaran Per Kapita
Purwakarta,2019,63.88,9.73,78.15,70.67,60.01,60.01,1.24,0.28,71.9,70.8,Usia Harapan Hidup
Purwakarta,2019,63.88,9.73,78.15,70.67,60.01,60.01,1.24,0.28,71.9,12.1,Harapan Lama Sekolah
Purwakarta,2019,63.88,9.73,78.15,70.67,60.01,60.01,1.24,0.28,71.9,7.92,Rata Rata Lama Sekolah
Purwakarta,2019,63.88,9.73,78.15,70.67,60.01,60.01,1.24,0.28,71.9,11819.0,Pengeluaran Per Kapita
Purwakarta,2020,60.91,11.07,78.45,70.82,60.61,60.61,1.04,0.2,80.2,70.99,Usia Harapan Hidup
Purwakarta,2020,60.91,11.07,78.45,70.82,60.61,60.61,1.04,0.2,80.2,12.11,Harapan Lama Sekolah
Purwakarta,2020,60.91,11.07,78.45,70.82,60.61,60.61,1.04,0.2,80.2,8.09,Rata Rata Lama Sekolah
Purwakarta,2020,60.91,11.07,78.45,70.82,60.61,60.61,1.04,0.2,80.2,11614.0,Pengeluaran Per Kapita
Purwakarta,2021,61.13,10.7,78.74,70.98,60.67,60.67,1.31,0.3,84.3,71.18,Usia Harapan Hidup
Purwakarta,2021,61.13,10.7,78.74,70.98,60.67,60.67,1.31,0.3,84.3,12.12,Harapan Lama Sekolah
Purwakarta,2021,61.13,10.7,78.74,70.98,60.67,60.67,1.31,0.3,84.3,8.1,Rata Rata Lama Sekolah
Purwakarta,2021,61.13,10.7,78.74,70.98,60.67,60.67,1.31,0.3,84.3,11669.0,Pengeluaran Per Kapita
Purwakarta,2022,65.21,8.75,79.18,71.56,60.73,60.73,1.19,0.25,83.4,71.47,Usia Harapan Hidup
Purwakarta,2022,65.21,8.75,79.18,71.56,60.73,60.73,1.19,0.25,83.4,12.13,Harapan Lama Sekolah
Purwakarta,2022,65.21,8.75,79.18,71.56,60.73,60.73,1.19,0.25,83.4,8.11,Rata Rata Lama Sekolah
Purwakarta,2022,65.21,8.75,79.18,71.56,60.73,60.73,1.19,0.25,83.4,12193.0,Pengeluaran Per Kapita
Purwakarta,2023,66.37,7.72,0.0,0.0,0.0,0.0,1.48,0.36,81.5,71.74,Usia Harapan Hidup
Purwakarta,2023,66.37,7.72,0.0,0.0,0.0,0.0,1.48,0.36,81.5,12.18,Harapan Lama Sekolah
Purwakarta,2023,66.37,7.72,0.0,0.0,0.0,0.0,1.48,0.36,81.5,8.13,Rata Rata Lama Sekolah
Purwakarta,2023,66.37,7.72,0.0,0.0,0.0,0.0,1.48,0.36,81.5,12619.0,Pengeluaran Per Kapita
Subang,2017,0.0,0.0,79.55,67.73,55.18,55.18,2.2,0.67,167.8,71.71,Usia Harapan Hidup
Subang,2017,0.0,0.0,79.55,67.73,55.18,55.18,2.2,0.67,167.8,11.67,Harapan Lama Sekolah
Subang,2017,0.0,0.0,79.55,67.73,55.18,55.18,2.2,0.67,167.8,6.83,Rata Rata Lama Sekolah
